ens_gene,Symbol,Uniq_syms,entrez,Gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Gm26520,Gm26520,Gm26520,105244630,"predicted gene, 26520",122.4287234,-0.041935298,0.093654302,0.099859849,0.601596168
Gna11,Gna11,Gna11,14672,"guanine nucleotide binding protein, alpha 11",1138.440075,0.055611779,0.061808758,0.099880732,0.601596168
Pip4p2,Pip4p2,Pip4p2,72519,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",847.9344332,0.054536017,0.065070543,0.099932336,0.601596168
Senp7,Senp7,Senp7,66315,SUMO1/sentrin specific peptidase 7,2343.87693,-0.057054663,0.054382709,0.099947057,0.601596168
Tubb5,Tubb5,Tubb5,22154,"tubulin, beta 5 class I",4239.269553,-0.056954226,0.05552252,0.099953914,0.601596168
Ino80b,Ino80b,Ino80b,70020,INO80 complex subunit B,830.437704,0.054850473,0.064133569,0.099970352,0.601596168
Cyp11a1,Cyp11a1,Cyp11a1,13070,"cytochrome P450, family 11, subfamily a, polypeptide 1",2.881379012,0.009607582,0.113465462,0.099980836,NA
ENSMUSG00000105519.1,NA,ENSMUSG00000105519.1,NA,NA,210.0039909,-0.047447607,0.082824655,0.100073607,0.601596168
Nqo1,Nqo1,Nqo1,18104,"NAD(P)H dehydrogenase, quinone 1",11.42526774,-0.020402213,0.110397874,0.100086561,NA
Atp6v1h,Atp6v1h,Atp6v1h,108664,"ATPase, H+ transporting, lysosomal V1 subunit H",3018.934356,0.05634711,0.058878028,0.100107822,0.601596168
Cers4,Cers4,Cers4,67260,ceramide synthase 4,2625.792322,0.052224846,0.071144964,0.100120981,0.601596168
Gm19461,Gm19461,Gm19461,100502933,"predicted gene, 19461",2.437568436,-0.011301818,0.112746366,0.100160488,NA
Ndor1_ENSMUSG00000006471.18,Ndor1,Ndor1_ENSMUSG00000006471.18,78797,NADPH dependent diflavin oxidoreductase 1,441.1297981,0.053760949,0.067078283,0.100186167,0.601596168
Herc1,Herc1,Herc1,235439,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,3711.442699,-0.053105589,0.068811818,0.100210566,0.601596168
Rab2a,Rab2a,Rab2a,59021,"RAB2A, member RAS oncogene family",6512.075355,0.055531168,0.06186006,0.10021209,0.601596168
Cebpg,Cebpg,Cebpg,12611,CCAAT/enhancer binding protein gamma,1277.147106,0.052100516,0.071408919,0.100217496,0.601596168
Rnf215,Rnf215,Rnf215,71673,ring finger protein 215,515.5325219,0.054457098,0.064998824,0.100442056,0.602652338
Mylk,Mylk,Mylk,107589,"myosin, light polypeptide kinase",3.401720922,-0.00963439,0.113353425,0.100589195,NA
Gpr171,Gpr171,Gpr171,229323,G protein-coupled receptor 171,2742.742757,-0.056922245,0.051601622,0.100682838,0.603194153
Zfp703,Zfp703,Zfp703,353310,zinc finger protein 703,109.4332664,-0.042015652,0.093147292,0.100703377,0.603194153
ENSMUSG00000114033.1,NA,ENSMUSG00000114033.1,NA,NA,1003.482472,-0.050871642,0.074231507,0.100712708,0.603194153
Polr2l,Polr2l,Polr2l,66491,polymerase (RNA) II (DNA directed) polypeptide L,995.85885,-0.054614515,0.064377962,0.100727,0.603194153
Smim33,Smim33,Smim33,73449,small integral membrane protein 33,254.5534715,0.04676049,0.083935244,0.100859303,0.60346522
ENSMUSG00000106734.3,NA,ENSMUSG00000106734.3,NA,NA,2222.320874,0.053653261,0.066956689,0.100919682,0.60346522
Anks1,Anks1,Anks1,224650,ankyrin repeat and SAM domain containing 1,721.6238816,-0.053384982,0.067673368,0.100925713,0.60346522
Sra1,Sra1,Sra1,24068,steroid receptor RNA activator 1,3186.986765,0.054387143,0.064854585,0.101035866,0.60346522
ENSMUSG00000116796.1,NA,ENSMUSG00000116796.1,NA,NA,84.18176669,-0.037612907,0.098785723,0.101102328,0.60346522
Tmem9b,Tmem9b,Tmem9b,56786,"TMEM9 domain family, member B",5750.556753,0.055672068,0.06074863,0.101147134,0.60346522
Rps21,Rps21,Rps21,66481,ribosomal protein S21,10146.13533,-0.051375139,0.072667176,0.101259111,0.60346522
Taf6l,Taf6l,Taf6l,225895,TATA-box binding protein associated factor 6 like,239.2489325,0.049562197,0.077132,0.101294751,0.60346522
Vps50,Vps50,Vps50,73288,VPS50 EARP/GARPII complex subunit,530.4182099,-0.052424731,0.069973465,0.101307961,0.60346522
ENSMUSG00000105986.1,NA,ENSMUSG00000105986.1,NA,NA,445.9521129,-0.047682044,0.081574022,0.101346635,0.60346522
Unc93b1,Unc93b1,Unc93b1,54445,"unc-93 homolog B1, TLR signaling regulator",1043.616127,0.056186015,0.058523945,0.10138089,0.60346522
Tet2,Tet2,Tet2,214133,tet methylcytosine dioxygenase 2,2975.775327,-0.056841142,0.052949897,0.10139069,0.60346522
Cnnm4,Cnnm4,Cnnm4,94220,cyclin M4,428.8092756,0.049242557,0.077830073,0.101432531,0.60346522
ENSMUSG00000066175.2,NA,ENSMUSG00000066175.2,NA,NA,119.0965102,-0.038851121,0.097251581,0.101462082,0.60346522
Alox12,Alox12,Alox12,11684,arachidonate 12-lipoxygenase,10.1031114,-0.013604542,0.112312412,0.101479226,NA
Apc,Apc,Apc,11789,"APC, WNT signaling pathway regulator",1699.030103,-0.052791845,0.068916591,0.101502499,0.60346522
Abhd16a,Abhd16a,Abhd16a,193742,abhydrolase domain containing 16A,1986.4435,0.054600994,0.063900631,0.101607277,0.603798565
Pcdhgc5,Pcdhgc5,Pcdhgc5,93708,"protocadherin gamma subfamily C, 5",8.786501362,-0.019554458,0.110498439,0.101614262,NA
Nrm,Nrm,Nrm,106582,nurim (nuclear envelope membrane protein),912.2151139,-0.055133042,0.062235346,0.101658868,0.603815681
ENSMUSG00000102558.1,NA,ENSMUSG00000102558.1,NA,NA,2.603973373,0.012157954,0.112428262,0.101669936,NA
Scai,Scai,Scai,320271,suppressor of cancer cell invasion,616.0284855,-0.052292089,0.070087506,0.101721676,0.603899378
Cfap410,Cfap410,Cfap410,67884,cilia and flagella associated protein 410,182.308357,0.04582825,0.08539901,0.101909588,0.604055006
Kctd12,Kctd12,Kctd12,239217,potassium channel tetramerisation domain containing 12,56.03726409,0.03543906,0.100626797,0.101923317,0.604055006
Slc26a10,Slc26a10,Slc26a10,216441,"solute carrier family 26, member 10",669.920393,-0.045633975,0.085804191,0.101923969,0.604055006
Rrm2b,Rrm2b,Rrm2b,382985,ribonucleotide reductase M2 B (TP53 inducible),712.0707489,-0.052970315,0.06819038,0.101976883,0.604055006
Flot2,Flot2,Flot2,14252,flotillin 2,2071.349596,0.053798494,0.06596192,0.10199154,0.604055006
ENSMUSG00000104348.1,NA,ENSMUSG00000104348.1,NA,NA,199.1391123,-0.043111515,0.090665165,0.102058715,0.604164199
ENSMUSG00000091881.1,NA,ENSMUSG00000091881.1,NA,NA,8.277560704,-0.018348321,0.110951287,0.102097994,NA
Acbd6,Acbd6,Acbd6,72482,acyl-Coenzyme A binding domain containing 6,531.9592342,-0.053870696,0.065556715,0.102360336,0.605660487
N4bp1,N4bp1,N4bp1,80750,NEDD4 binding protein 1,2133.233343,-0.052756551,0.068503921,0.102427964,0.605771491
Asap2,Asap2,Asap2,211914,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",114.4050574,-0.044032801,0.088727815,0.102529704,0.606084028
Rapgef5,Rapgef5,Rapgef5,217944,Rap guanine nucleotide exchange factor (GEF) 5,17.73380233,-0.026965198,0.106215506,0.102560235,NA
Or8b48,Or8b48,Or8b48,258806,olfactory receptor family 8 subfamily B member 48,2.263214369,0.010982815,0.112480975,0.102667532,NA
Smtn,Smtn,Smtn,29856,smoothelin,158.0743778,0.047877265,0.080247787,0.102931114,0.606997922
Tnpo2,Tnpo2,Tnpo2,212999,"transportin 2 (importin 3, karyopherin beta 2b)",1497.220741,-0.054769777,0.062585381,0.102959677,0.606997922
Ap4b1,Ap4b1,Ap4b1,67489,"adaptor-related protein complex AP-4, beta 1",84.8860539,0.04034167,0.094691661,0.103000124,0.606997922
Chchd4,Chchd4,Chchd4,72170,coiled-coil-helix-coiled-coil-helix domain containing 4,490.3852123,0.05287113,0.067886409,0.103016901,0.606997922
2810454H06Rik,2810454H06Rik,2810454H06Rik,72813,RIKEN cDNA 2810454H06 gene,144.8488438,-0.043562226,0.089364043,0.103052081,0.606997922
Acbd7,Acbd7,Acbd7,78245,acyl-Coenzyme A binding domain containing 7,1.760524645,-0.00953237,0.113056087,0.103111758,NA
Cd22,Cd22,Cd22,12483,CD22 antigen,161.8556491,-0.041602891,0.092709465,0.103173914,0.606997922
Rps10-ps1,Rps10-ps1,Rps10-ps1,668457,"ribosomal protein S10, pseudogene 1",272.3777749,-0.038739451,0.096745065,0.103188682,0.606997922
Raph1,Raph1,Raph1,77300,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,1249.679908,-0.054471924,0.063345154,0.103212535,0.606997922
Dtnbp1,Dtnbp1,Dtnbp1,94245,dystrobrevin binding protein 1,1371.008327,0.053648009,0.065689351,0.103230675,0.606997922
Dap3,Dap3,Dap3,65111,death associated protein 3,1532.993521,-0.056249423,0.056325917,0.103252405,0.606997922
Zfp207,Zfp207,Zfp207,22680,zinc finger protein 207,13768.80461,0.052644852,0.068349577,0.103254007,0.606997922
ENSMUSG00000118353.1,NA,ENSMUSG00000118353.1,NA,NA,26.9626201,-0.028944105,0.104883132,0.103278008,NA
Prr14,Prr14,Prr14,233895,proline rich 14,5456.324538,0.055804923,0.058645702,0.10328279,0.606997922
Got2,Got2,Got2,14719,"glutamatic-oxaloacetic transaminase 2, mitochondrial",1564.216192,-0.055666694,0.059202087,0.103320879,0.606997922
Nol10,Nol10,Nol10,217431,nucleolar protein 10,728.1739971,-0.05456541,0.062966539,0.103376586,0.607013108
Cox6a2,Cox6a2,Cox6a2,12862,cytochrome c oxidase subunit 6A2,9.893447292,0.022252057,0.108712458,0.10337993,NA
Dync2i2,Dync2i2,Dync2i2,71820,dynein 2 intermediate chain 2,14.08517714,0.024820655,0.107247909,0.103422199,NA
ENSMUSG00000102370.1,NA,ENSMUSG00000102370.1,NA,NA,6.318182191,-0.017835775,0.110912383,0.10345115,NA
Ptbp2,Ptbp2,Ptbp2,56195,polypyrimidine tract binding protein 2,886.1292564,-0.05536887,0.060243077,0.103476161,0.607013108
Pop1,Pop1,Pop1,67724,"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)",184.3412638,-0.043277228,0.089668742,0.103518466,0.607013108
ENSMUSG00000112759.1,NA,ENSMUSG00000112759.1,NA,NA,56.559347,-0.038918516,0.096398886,0.103519338,0.607013108
ENSMUSG00000073485.3,NA,ENSMUSG00000073485.3,NA,NA,22.01571839,-0.024267075,0.107519833,0.103621579,NA
Ttc39a,Ttc39a,Ttc39a,230603,tetratricopeptide repeat domain 39A,5.866380947,-0.016554758,0.1113378,0.103721967,NA
Tank,Tank,Tank,21353,TRAF family member-associated Nf-kappa B activator,1290.852069,0.056111211,0.056604875,0.103781369,0.608073356
Ggh,Ggh,Ggh,14590,gamma-glutamyl hydrolase,1679.088415,-0.052338668,0.068850883,0.103798259,0.608073356
Catsperd,Catsperd,Catsperd,106757,cation channel sperm associated auxiliary subunit delta,1.700702357,-0.009513408,0.112962659,0.103856736,NA
Suco,Suco,Suco,226551,SUN domain containing ossification factor,2159.808308,-0.055498307,0.059441714,0.10390844,0.608431282
Nuak2,Nuak2,Nuak2,74137,"NUAK family, SNF1-like kinase, 2",10.50976444,-0.019892639,0.109860109,0.103963702,NA
Msi2,Msi2,Msi2,76626,musashi RNA-binding protein 2,1314.619881,-0.052366864,0.068615659,0.104105651,0.609136182
ENSMUSG00000084992.1,NA,ENSMUSG00000084992.1,NA,NA,80.36257471,0.040331511,0.094247679,0.104127103,0.609136182
ENSMUSG00000115512.1,NA,ENSMUSG00000115512.1,NA,NA,8.122245972,-0.019070869,0.110228184,0.104160346,NA
Ngrn,Ngrn,Ngrn,83485,"neugrin, neurite outgrowth associated",1052.626309,0.053293143,0.066139491,0.104179931,0.609157748
ENSMUSG00000080789.1,NA,ENSMUSG00000080789.1,NA,NA,2.131643967,0.011233469,0.112229823,0.104210365,NA
Gm29036,Gm29036,Gm29036,115490185,DNA-directed RNA polymerase III subunit RPC6 pseudogene,31.44722196,-0.03118124,0.103226764,0.104257495,NA
ENSMUSG00000103522.1,NA,ENSMUSG00000103522.1,NA,NA,42.41379399,-0.034881889,0.100405418,0.10426941,0.609393494
Appl2,Appl2,Appl2,216190,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",1010.89132,0.055219744,0.060148085,0.104412888,0.609944466
Trav6-2,Trav6-2,Trav6-2,436539,T cell receptor alpha variable 6-2,1.536275841,0.008279355,0.114353384,0.104493662,NA
Ankrd6,Ankrd6,Ankrd6,140577,ankyrin repeat domain 6,11.81288053,0.019377862,0.110002706,0.104552052,NA
ENSMUSG00000097636.8,NA,ENSMUSG00000097636.8,NA,NA,3115.7928,-0.053658999,0.064923613,0.104572361,0.610568071
Tmem131l,Tmem131l,Tmem131l,229473,transmembrane 131 like,6782.559185,-0.056167493,0.05501792,0.10461815,0.610568071
Leprot,Leprot,Leprot,230514,leptin receptor overlapping transcript,2350.116824,0.052876182,0.066931369,0.104782309,0.610911399
ENSMUSG00000106870.1,NA,ENSMUSG00000106870.1,NA,NA,179.2071939,-0.045369744,0.084835567,0.10486315,0.610911399
Nphp3,Nphp3,Nphp3,74025,nephronophthisis 3 (adolescent),9.255007988,0.022542487,0.108219534,0.104926836,NA
Med17,Med17,Med17,234959,mediator complex subunit 17,1011.351227,0.054955188,0.060747326,0.104934417,0.610911399
Tarbp2,Tarbp2,Tarbp2,21357,"TARBP2, RISC loading complex RNA binding subunit",529.0544179,0.051892734,0.069383534,0.10495167,0.610911399
Glipr2,Glipr2,Glipr2,384009,GLI pathogenesis-related 2,13849.95547,0.056173199,0.051500613,0.104971428,0.610911399
Gars,Gars,Gars,353172,glycyl-tRNA synthetase,3894.076897,0.056209584,0.053063377,0.104998467,0.610911399
Elovl4,Elovl4,Elovl4,83603,ELOVL fatty acid elongase 4,24.37163377,0.027224333,0.105492494,0.105032271,NA
ENSMUSG00000112391.1,NA,ENSMUSG00000112391.1,NA,NA,27.0507747,-0.026052984,0.106173994,0.10504503,NA
Ado,Ado,Ado,211488,2-aminoethanethiol dioxygenase,1135.909822,0.052177303,0.068577613,0.105106591,0.610911399
Ino80c,Ino80c,Ino80c,225280,INO80 complex subunit C,1529.586255,0.054907055,0.06076813,0.105160797,0.610911399
ENSMUSG00000105517.1,NA,ENSMUSG00000105517.1,NA,NA,2.49337996,-0.010987164,0.112159266,0.105169554,NA
ENSMUSG00000111147.1,NA,ENSMUSG00000111147.1,NA,NA,1.611977823,-0.007343177,0.116692947,0.105287144,NA
Layn,Layn,Layn,244864,layilin,2.646675425,0.011831455,0.111990284,0.105353638,NA
Sike1,Sike1,Sike1,66641,suppressor of IKBKE 1,7896.623231,0.054282803,0.062668075,0.105361548,0.610911399
Mdc1,Mdc1,Mdc1,240087,mediator of DNA damage checkpoint 1,904.9651047,-0.051784979,0.0694386,0.105371268,0.610911399
Txk,Txk,Txk,22165,TXK tyrosine kinase,3052.685889,-0.053081469,0.066061408,0.105393883,0.610911399
Tnrc6c,Tnrc6c,Tnrc6c,217351,trinucleotide repeat containing 6C,2623.111011,-0.055573449,0.057922024,0.105418419,0.610911399
Ginm1,Ginm1,Ginm1,215751,glycoprotein integral membrane 1,1189.939832,0.051179015,0.070920544,0.105444613,0.610911399
Gm25106,Gm25106,Gm25106,115487922,"predicted gene, 25106",67.1762568,-0.033793948,0.100985228,0.105446124,0.610911399
Pacc1,Pacc1,Pacc1,66950,proton activated chloride channel 1,317.0002779,0.04419992,0.086944351,0.105478339,0.610911399
Dock8,Dock8,Dock8,76088,dedicator of cytokinesis 8,6818.198317,-0.051413907,0.07030263,0.105505674,0.610911399
Irak2,Irak2,Irak2,108960,interleukin-1 receptor-associated kinase 2,927.5689065,-0.051560271,0.069890489,0.10559298,0.610911399
Hif3a,Hif3a,Hif3a,53417,"hypoxia inducible factor 3, alpha subunit",2.711019064,0.011524408,0.111998806,0.105643085,NA
Nuf2,Nuf2,Nuf2,66977,"NUF2, NDC80 kinetochore complex component",63.17924095,-0.02883948,0.104381818,0.105644579,0.610911399
Pi4kb,Pi4kb,Pi4kb,107650,phosphatidylinositol 4-kinase beta,411.3031679,-0.05082195,0.071690434,0.105668242,0.610911399
Tmem260,Tmem260,Tmem260,218989,transmembrane protein 260,895.7032725,-0.053458609,0.064852692,0.105731139,0.610911399
Wdr91,Wdr91,Wdr91,101240,WD repeat domain 91,833.5757761,0.050586655,0.072230896,0.105744758,0.610911399
Gla,Gla,Gla,11605,"galactosidase, alpha",108.5264542,-0.044434139,0.08633224,0.105761202,0.610911399
Anks1b,Anks1b,Anks1b,77531,ankyrin repeat and sterile alpha motif domain containing 1B,1.356218986,-0.007721148,0.115361515,0.105803136,NA
Rpl17-ps10,Rpl17-ps10,Rpl17-ps10,100042880,"ribosomal protein L17, pseudogene 10",184.7226566,-0.045202969,0.084592795,0.106039449,0.612078333
Ttc3,Ttc3,Ttc3,22129,tetratricopeptide repeat domain 3,1187.320539,-0.053466961,0.064651425,0.106061976,0.612078333
Gm25835,Gm25835,Gm25835,115487914,"predicted gene, 25835",12.63869264,-0.021935329,0.108316485,0.106106955,NA
Smim24,Smim24,Smim24,72273,small integral membrane protein 24,410.4288188,-0.049958854,0.073532653,0.10619703,0.612259047
Cptp,Cptp,Cptp,79554,ceramide-1-phosphate transfer protein,490.8523442,0.053081352,0.065624233,0.106222675,0.612259047
Dzank1,Dzank1,Dzank1,241688,double zinc ribbon and ankyrin repeat domains 1,26.90084293,-0.02946792,0.103848443,0.10624442,NA
Kti12,Kti12,Kti12,100087,"KTI12 homolog, chromatin associated",744.3043833,-0.054538025,0.061293576,0.106312432,0.612259047
Trappc2b,Trappc2b,Trappc2b,66050,trafficking protein particle complex 2B,374.1011487,0.049503626,0.074548228,0.106366113,0.612259047
Gnai3,Gnai3,Gnai3,14679,G protein subunit alpha i3,7668.792476,0.05596319,0.053294689,0.106409977,0.612259047
Katna1,Katna1,Katna1,23924,katanin p60 (ATPase-containing) subunit A1,2063.256327,0.053928493,0.063128992,0.10642337,0.612259047
ENSMUSG00000081894.1,NA,ENSMUSG00000081894.1,NA,NA,26.72389693,-0.027532794,0.10498871,0.106436853,NA
ENSMUSG00000104972.1,NA,ENSMUSG00000104972.1,NA,NA,6.592724685,-0.018659494,0.109993739,0.10643692,NA
Eef1b2,Eef1b2,Eef1b2,55949,eukaryotic translation elongation factor 1 beta 2,8794.848703,-0.052195181,0.067843633,0.106439032,0.612259047
Hsd11b1,Hsd11b1,Hsd11b1,15483,hydroxysteroid 11-beta dehydrogenase 1,9643.553978,0.053213652,0.065114596,0.106506181,0.612361138
Zc3h14,Zc3h14,Zc3h14,75553,zinc finger CCCH type containing 14,4023.62141,0.053653616,0.063829494,0.106605278,0.61247209
Nxt1,Nxt1,Nxt1,56488,NTF2-related export protein 1,1324.100109,0.054344835,0.061733766,0.106624296,0.61247209
Zfp277,Zfp277,Zfp277,246196,zinc finger protein 277,1198.124144,-0.053123124,0.0651846,0.106842635,0.613442014
Dusp16,Dusp16,Dusp16,70686,dual specificity phosphatase 16,60.75841293,-0.036464803,0.09805542,0.106924271,0.613626511
Zyg11b,Zyg11b,Zyg11b,414872,"zyg-ll family member B, cell cycle regulator",1611.661882,-0.053069277,0.065168557,0.10715294,0.614654256
ENSMUSG00000110903.1,NA,ENSMUSG00000110903.1,NA,NA,12.67272108,0.020976574,0.10860437,0.107343532,NA
Erlin1,Erlin1,Erlin1,226144,ER lipid raft associated 1,228.2885295,0.049899321,0.073087808,0.107350551,0.615013472
Csta2,Csta2,Csta2,76770,cystatin A family member 2,1.881142232,0.009461195,0.11251354,0.107352244,NA
Timm13,Timm13,Timm13,30055,translocase of inner mitochondrial membrane 13,2987.616626,0.05375348,0.063120293,0.107368743,0.615013472
Gm6501,Gm6501,Gm6501,624395,NS1-associated protein 1 pseudogene,17.06801429,-0.026268695,0.105520065,0.107416947,NA
1110059E24Rik,1110059E24Rik,1110059E24Rik,66206,RIKEN cDNA 1110059E24 gene,653.4290865,-0.053688081,0.063285335,0.107417581,0.615013472
Ptgr1,Ptgr1,Ptgr1,67103,prostaglandin reductase 1,43.43709691,0.033123716,0.100970502,0.107460006,0.615013472
Rpl19-ps11,Rpl19-ps11,Rpl19-ps11,100041511,"ribosomal protein L19, pseudogene 11",522.7273516,-0.046496863,0.08102911,0.107463632,0.615013472
Hdac8,Hdac8,Hdac8,70315,histone deacetylase 8,552.8168403,-0.051691283,0.068558965,0.10756053,0.615136252
Gpt,Gpt,Gpt,76282,"glutamic pyruvic transaminase, soluble",100.1466272,-0.043087936,0.088110278,0.107584333,0.615136252
Nab1,Nab1,Nab1,17936,Ngfi-A binding protein 1,4341.89804,0.055451042,0.056436023,0.107661484,0.615189115
Lmf2,Lmf2,Lmf2,105847,lipase maturation factor 2,1858.641692,0.055611443,0.055216274,0.107692835,0.615189115
Gm16581,Gm16581,Gm16581,100417585,serine/arginine repetitive matrix 2 pseudogene,2.838165171,0.013039857,0.111518334,0.107818773,NA
Trmt112,Trmt112,Trmt112,67674,tRNA methyltransferase 11-2,1451.301904,-0.054027251,0.062024671,0.107842555,0.615760623
Or1j21,Or1j21,Or1j21,18350,olfactory receptor family 1 subfamily J member 21,1.70851004,-0.009364681,0.112495816,0.107994073,NA
ENSMUSG00000081344.5,NA,ENSMUSG00000081344.5,NA,NA,1218.328856,-0.050794768,0.07053417,0.108080505,0.616835145
Rpl18a,Rpl18a,Rpl18a,76808,ribosomal protein L18A,31636.7492,-0.053820928,0.062446211,0.108217837,0.617187112
C130083M11Rik,C130083M11Rik,C130083M11Rik,414111,RIKEN cDNA C130083M11 gene,3.687607755,-0.012955747,0.11147157,0.108271106,NA
Gm18564,Gm18564,Gm18564,100417365,BRCA1 associated RING domain 1 pseudogene,1.945201933,-0.008840232,0.112928337,0.108284865,NA
Tspan32,Tspan32,Tspan32,27027,tetraspanin 32,2143.530876,0.035677067,0.098425128,0.108340005,0.617187112
Anxa6,Anxa6,Anxa6,11749,annexin A6,31446.90429,0.053994461,0.044681388,0.108340621,0.617187112
Eloa,Eloa,Eloa,27224,elongin A,3232.102756,0.053972138,0.061910169,0.108341332,0.617187112
ENSMUSG00000111067.1,NA,ENSMUSG00000111067.1,NA,NA,10.40192298,-0.022001441,0.107779019,0.108549555,NA
ENSMUSG00000093575.1,NA,ENSMUSG00000093575.1,NA,NA,3.199098246,-0.01157707,0.11162755,0.108586956,NA
Rad23a,Rad23a,Rad23a,19358,"RAD23 homolog A, nucleotide excision repair protein",2362.859716,0.052623687,0.0656205,0.108603881,0.618398581
ENSMUSG00000112843.1,NA,ENSMUSG00000112843.1,NA,NA,2.143002624,0.010718831,0.111795973,0.108641427,NA
ENSMUSG00000108414.1,NA,ENSMUSG00000108414.1,NA,NA,664.6143728,-0.045877207,0.081808371,0.108668293,0.618481252
Ndufaf5,Ndufaf5,Ndufaf5,69487,NADH:ubiquinone oxidoreductase complex assembly factor 5,301.6163594,-0.049297028,0.073813699,0.108795918,0.618765949
